var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,target
a,d,g,-0.39680516081074474,0.6788951626649886,0.7268296175126777,-0.6400079835560648,-1.0398200446506864,-0.9349858926277489,-0.09828986122626937,-1.7575727453170855,0.36879627634065054,1.6226394943674896,0.7327030173503499,-0.08739789568027122,-0.5320166008956198,-0.08549915872185758,-0.4672163980038733,-0.7721343072674344,-0.2780087650977457,0.5177949965387026,0.5294990758317248,-0.5779858606634757,-0.15284809540387018,0.5737937265497981,0.9197104302245235,2.6991856475531506,0.5769530247383903,-0.2790327361753332,-0.28392574842325624,-0.5339184679453662,0.13145455097289244,0.3825873850699018,0.9663320264088574,0.9663320264088574,-1.0613800601429477,-1.0635044722018272,0.3474628375722824,-0.6186065989350801,0.16968071572699106,-0.7729016900993884,-0.2687352469022806,0.07054768428595498,0.8085697316322655,1.5237552150837161,-0.49720735823113105,0.4701461839625214,1.0956651952321363,-0.3394448980113155,0.4701461839625214,1.0
a,d,i,-0.9914158806470988,2.359730334440287,-0.9932490777253286,-2.4865598383345775,-3.7935241171486016,-3.3166688740924015,-0.4562879278330364,-0.7286461435864472,1.3429615300273656,-0.78024781581985,2.7392604812366175,-0.7632803176631557,-0.32943666674228445,0.31300224701515433,-1.6981040718324096,-0.598472635526329,-1.1190006689354142,1.8771319466293903,2.0507432413934032,-2.30351307479454,-0.7749839991452492,2.0301039597251487,0.40982029754146343,0.8596824160327539,-1.1935459449589392,-1.087094782636434,-1.0944043198638012,-2.096949561162833,0.33639485985665774,1.3675001667959426,3.4887018362281337,3.4887018362281337,-4.0171676901430775,-3.9871338543583645,1.1225529275815587,-1.0072046487705761,0.525923574221677,-2.928012514660155,0.5001650312848388,0.34849763177760285,3.0316349488594767,-0.9962565943754301,-1.8320634286669368,1.9077864387557377,4.04619272997704,-1.0760465746823615,1.9077864387557377,0.0
a,d,g,-2.0757310689818067,0.5442904218883152,-0.8541209410187494,-0.6151423319753897,-0.9034705732610264,-0.775623197531037,-0.12344942115454026,-1.089441254163781,0.31946331201937017,0.50935831184422,0.6623962321056152,-0.8830806928668599,-0.6229852874933931,-1.0439087760909636,-0.40345173218043945,0.5599377086174597,-0.2823488622779669,0.4452579355001146,0.5064083826917829,-0.5780863718400643,-0.21745046638412807,0.4739259870960314,-1.2630903234404967,1.627470330958219,0.6870764409886866,-0.26935863446922376,-0.26950489258902577,-0.5219636165519572,0.05845683402700591,-0.5003763230131919,0.8253191606496559,0.8253191606496559,-0.9786659419074966,-0.9657974491493713,0.24540269950832688,-1.3259049003247634,0.11116930646135353,-0.71371767595881,0.20787175362544205,0.09678261124437085,0.734387356944891,0.5644895530031289,-0.4390685438121828,0.4834916176884325,0.9710482930681497,-0.23171654886220627,0.4834916176884325,0.0
b,e,i,0.3308847512721837,1.1004254777528248,1.4685057366451488,0.4563959205378535,-0.6632868358369104,-1.1346105124612065,0.4943584706634211,0.05591887497863936,0.24950238366160338,0.5947162118024274,0.09007119733286612,0.34575209326439643,-0.8442849138364029,0.0778357667632247,-0.33462620278936583,1.384772394317314,0.4199323862196648,0.3982228497747225,-0.3407173429251612,0.742413029933114,1.1417745272833175,0.7265800619147655,-0.7977450456984784,0.7615835693980139,-0.09070791558673205,0.21606542619136196,0.15284149775813655,0.5094207888311222,0.9002313515743876,-0.6166360245401136,0.8257698508034761,0.8257698508034761,0.1496183039297888,-0.06716703582320316,1.048820557999718,-2.002736315483428,0.639136121314653,0.12430766719302178,0.9639099239001999,-0.47453902281086835,0.049556729182232195,-0.1690262291938568,-0.21381249773819896,-0.798086133597237,0.4199222164289955,-1.1420864160460222,-0.798086133597237,1.0
a,d,h,2.245217786567228,1.0390714852063108,0.48115508691077075,-1.3737455225295527,-1.8612152175953454,-1.5315452504086136,-0.32293307260475806,0.7774113896782119,0.6563620974289079,0.2638933408543645,1.4110616021729614,-0.03867115595748307,0.1782264295657519,1.549683370915832,-0.8266321511405474,-1.5366110017360302,-0.6552310819383028,0.9088963409533577,1.1268131305051527,-1.327765792209844,-0.6006177926218225,0.9319076205664494,-1.8142391094900214,-0.30683679551363235,-0.22784422970499524,-0.6034383613770476,-0.5963361986812198,-1.179986215243208,0.019863733612832335,1.762986654902352,1.6744286152882868,1.6744286152882868,-2.117951011590211,-2.0649042531853388,0.4036554314764913,1.3325530926021454,0.1636206358647292,-1.5463533448049473,0.04023244093094359,0.2633762991217378,1.5703203644803545,0.21260822759421397,-0.9172437662683306,1.131278033229189,2.0347959636807094,-0.3633424523289783,1.131278033229189,0.0
a,d,h,-0.36328949642855135,1.2990017230131987,0.10401389047850822,-1.751211315203824,-2.3499484825313184,-1.9232935970214124,-0.4185140258367459,0.6348148969547787,0.8284392065482834,1.1753158999797633,1.7888931182174597,0.70305433733608,0.15433769403600037,1.208843832958542,-1.0429877009528834,-1.5881399412898405,-0.8388479857420882,1.1462470068112045,1.4358338097041263,-1.6979282739564219,-0.7823206758102818,1.169636434870917,0.01485781266429644,0.31909662761357827,-0.9489454110614021,-0.7695216479122619,-0.7593911769078854,-1.5062895550128585,0.00927769369191389,-1.4091649688335752,2.1100614866409475,2.1100614866409475,-2.690101080818691,-2.6189549453729795,0.4936395282939883,0.25903518325880737,0.1963092771321726,-1.9643567915459301,-0.7068634647337325,0.3425921776414647,1.9916923027125677,-0.8362874197485429,-1.1601016636858517,1.449591253209221,2.574509646019383,-0.440836558607847,1.449591253209221,0.0
c,f,i,-0.410876654165896,1.0393210228014786,0.3151780307736626,1.5099184980750007,0.11178595298818561,-0.7964986992772107,0.939015653747739,-1.8935737658462235,-0.015893023660589006,-1.023361038590858,-0.70763407284719,0.03257182289512034,-1.3594636261435142,0.11525206341851699,-0.010765499101524745,1.6179682956387516,1.025361471805576,0.057551374370459984,-1.18774641455253,1.9140172803779256,2.0819378464351597,0.5392700930611924,-0.9461015084709025,-1.1670492441366658,0.8031635958336125,0.68677390151567,0.5871263157903317,1.4740991443793925,1.3465306780627917,1.0113099444317102,0.2450559834414257,0.2450559834414257,1.491899657709804,1.1330692026090023,1.341309955405958,0.34999802330771684,0.8666112915492794,1.1120001710756982,1.7084038757191562,-0.8735054170231782,-0.8639749652512834,0.27178264577138067,0.22570507433330472,-1.8805628888560402,-0.5827797087551486,-1.5061431226650992,-1.8805628888560402,1.0
c,f,g,1.297811065892393,1.0287576804244674,-1.1025695986358832,1.114708183694222,-0.14928204014201418,-0.885268100255097,0.7632445611647621,-0.23389572386766228,0.0728350508072651,1.2047691467527084,-0.4213342139871248,0.10750873010740584,-1.9154243648961093,-1.4240271896982537,-0.11814373857261284,0.2823023567848743,0.7935607921419116,0.16912970885036002,-0.8707777098760854,1.4675317937180887,1.707427056989438,0.5855346692019876,0.9977466936733973,0.9957559446166515,-0.12920898297312172,0.5098349253996061,0.4252608471083268,1.109497865957188,1.1581042391951377,-0.9764657302125282,0.4308874471113465,0.4308874471113465,1.0011995931897966,0.7002680813121912,1.2041873142750745,-1.325295491421994,0.7652143961205511,0.7505053892072069,-0.1586916418963263,-0.7148751793812774,-0.5345120010607057,-0.8689531542376381,0.07283907051228994,-1.464710364563943,-0.2320193474660006,-1.3403231599103471,-1.464710364563943,1.0
a,d,h,-0.46026813792305754,0.5584526606485506,-0.1088218587976391,-0.8221759661111115,-1.0576943460866366,-0.8445164626560345,-0.21025469239745628,-0.9674972752243572,0.37231440894494444,-0.0009987174562174532,0.8199905823075562,0.8441190699412319,-1.5131022681320043,-0.6690800300398982,-0.46800332000050504,0.22741343827476773,-0.40102374492451576,0.5132486004386718,0.6729129501996275,-0.8078759165456519,-0.4008031365301878,0.5122794266742474,-0.1630120753152666,0.8160702730885324,0.7159843433329701,-0.3618369716091046,-0.3549161115487575,-0.7113630309058523,-0.02789660711470371,0.16342694840889477,0.9414980263122527,0.9414980263122527,-1.2432707798200808,-1.2027849918644697,0.18968674346106007,2.219385125702715,0.0675003196245815,-0.9083950000145398,0.4820992275323736,0.174608978405109,0.9147618796081072,-0.29314404163135654,-0.5262133372897495,0.6955859778480067,1.1697280233035428,-0.16205552435355808,0.6955859778480067,0.0
a,e,g,-1.035274792866022,-0.03649086408325039,0.5505066116039378,-0.21380305809324038,-0.11394916855374701,-0.01303576198999723,-0.10333001813272734,-0.46941331959120863,0.038046585742037314,-1.3177685540940691,0.14298635054888406,0.39819024512076573,1.4944556179923174,-0.0395452076690438,-0.04511955438030442,1.2281919104839456,-0.12970646270676783,0.04545598878667284,0.1707592959600187,-0.2479564398348172,-0.22266421190744132,0.002969004038796244,2.9069754934803953,-0.5933689340051017,1.891560809446771,-0.09605325041039993,-0.0866029524051396,-0.1997432907527386,-0.12124159107651815,-0.8386388090778032,0.07110928589948318,0.07110928589948318,-0.253666972842042,-0.21810450665696937,-0.0993648027476212,0.41030167680462404,-0.06961815088143199,-0.18727275524871134,-0.8500491691602197,0.09405636006711801,0.16607307308501754,0.04701556961479665,-0.07165891225672989,0.23395940508648802,0.1664247506263275,0.11659005857357255,0.23395940508648802,0.0
