var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,target
-2.88251348727921,-3.2724647763871753,-2.5207316352182185,-1.9871735825484227,-2.0736891992153783,-3.2724647763871753,-1.2379690370752559,1.6905472825196501,-0.21131360184687256,-5.753190228478762,-0.4955530921644212,-0.574978826151041,-1.9162745788601232,-5.994075261847552,-3.349614585488085,-0.8461929004790366,2.4913471296288803,1.3609580316531102,-2.892522197049881,-1.3775606224543782,0.0
0.7752416248086632,-1.0159940787017625,0.0051372889314387216,0.057274320823449854,0.5902051105085058,-1.0159940787017625,1.3509539390433627,-1.4930371253205863,-0.8623913393015492,-1.9860471849036025,-0.4591548793210472,0.5237601177648729,0.39957918525478076,0.08859978043060751,0.7186061986829306,-1.1120301259507692,0.08392943988228163,0.6065444892625906,-1.376793210627524,1.3026410490597269,2.0
-0.8763755899441974,0.22045347500675838,3.114223995742734,-1.640025146400032,1.1803476791571188,0.22045347500675838,0.4651023467864768,0.2225107789588221,0.8804551443536255,2.92231525752937,1.0673458441364332,-0.37051637793961695,3.5852624943055176,-2.1681623194024486,2.693428751980955,-0.966635653407016,1.5863015684270132,-2.821546025878315,0.48216360468711744,0.18740350145047846,0.0
-2.5503423115034862,-1.9681437525929053,0.07768057160587427,-1.8877190795556176,1.8644450424636037,-1.9681437525929053,-0.5279576321822856,-0.2014668554192551,-0.5326489825007528,2.2874445470396605,-0.29092490410505645,-0.04134094637260473,2.383582231039719,-0.41725267593042187,1.3053785003432752,-0.4351228316058279,-0.46855688372323656,0.923289836783428,3.88004986653551,2.6767977778016037,1.0
-0.45497377754382395,1.2932995452772789,0.11220147590731822,-0.5899888485451938,-1.6743206309183165,1.2932995452772789,0.4873024843012245,1.776317641910487,0.7025197591419085,-1.0241270742307271,-0.022348163518113088,-0.45286868202492375,-0.667306068762144,0.3453635232445629,-3.920591442991919,-0.43829622162719684,-1.69014128509499,0.1769061328718008,1.920141767269706,1.474633837728219,0.0
-2.3539999086575403,1.500825203662668,3.054970677190342,-1.5581629218765898,2.1155479188075113,1.500825203662668,-0.28863072663922756,-0.20237805930491354,-0.39969371120921104,0.32789893882972554,-1.170232396208278,-0.16291021058272184,4.5405925674518866,-2.704299911621611,-1.0098999405416265,-1.5875745091267246,0.9875255024952887,-0.8349003814963588,-3.5013233310054837,-1.4161968930679958,1.0
-1.186476455907945,0.2889340289529344,1.1938721272622783,-1.4322656219050516,-0.9672031612533236,0.2889340289529344,-0.5300717176975439,-1.7852722856260175,0.3584689419626438,-1.3711148837551659,0.868440977082337,-0.681617466833516,1.1535328975655454,-3.3227989444067503,-1.6411943988427338,-1.0217821665332918,1.4661996860136841,0.3643827124400356,-1.4303930357084438,-0.2668053075794612,0.0
-2.330135686298277,-0.3437657821024671,0.04129828171451333,-1.5342703079946962,1.5355499356916251,-0.3437657821024671,0.39223315721704344,0.967866020901438,-0.35061791021826016,-0.6877675653495926,0.09594988058066531,-0.23713797782842574,3.0545678008175177,-2.692413989293142,-0.7171980491411618,-0.9966659059739146,1.5059277199322485,0.2871047134300971,-1.8508972981286131,0.7120099701958713,1.0
-0.7603224368153578,1.7196344519540718,1.6136869115908483,-0.6499747578041464,-0.7504055866762691,1.7196344519540718,-0.26861284082351305,-0.04980703826705107,0.9263545009815625,-2.1032312847353976,1.4450568779136403,0.5980375380229612,1.9509504363187493,-4.116440325074399,-1.9168359525762366,-0.8099120344121962,2.8417573669766627,0.2294873182768837,-5.042253850358639,-1.8038923823249737,1.0
1.5516297182446028,-2.0745956527627065,2.4105774022630824,0.0530919025230594,-0.8924680805034408,-2.0745956527627065,0.6993828981893614,0.3221763491470562,2.885463775121615,-1.5863604473227881,-1.2313865519856109,2.1331329134923385,0.09919376787084899,0.5330909107521163,2.0098770759858984,-1.1828466807492715,-0.5283659335857002,-0.6679144758401889,2.052276574573318,3.9335666764454866,0.0
0.2803680350983737,1.619688682167761,0.44785249876378397,2.2354907931369556,-2.392264763173279,1.619688682167761,-1.1643946216786663,-0.7303558843851418,0.8779508518048402,0.20186319795057805,-0.7302154753650106,-0.12787230403017347,-1.1985928906805612,0.26049556485055037,-1.3395502939197745,2.930855700496385,1.0250192482462865,0.6009046306711199,0.22265764755466952,0.14595711835280378,1.0
